time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity,activity_labeled
117000,42.0,0.0,21.33,0.47,20.67,0.47,sitting,4
117250,42.0,0.0,21.0,0.0,17.75,0.43,sitting,4
117500,42.0,0.0,21.0,0.0,17.33,0.94,sitting,4
117750,42.0,0.0,20.75,0.43,18.25,0.43,sitting,4
118000,42.0,0.0,20.5,0.5,17.5,0.5,sitting,4
118250,42.0,0.0,20.0,0.0,18.25,0.43,sitting,4
118500,42.0,0.0,19.75,0.83,18.33,0.47,sitting,4
118750,42.0,0.0,20.5,0.87,18.5,0.5,sitting,4
119000,42.0,0.0,21.25,0.43,17.5,0.5,sitting,4
119250,42.0,0.0,21.0,0.0,16.0,0.82,sitting,4
119500,42.0,0.0,21.0,0.0,18.25,0.43,sitting,4
119750,42.0,0.0,21.0,0.0,16.67,0.47,sitting,4
0,46.5,0.5,11.5,0.5,20.33,0.94,standing,5
250,46.5,0.5,12.0,0.0,20.25,0.43,standing,5
500,46.5,0.5,12.0,0.0,20.5,0.5,standing,5
750,46.5,0.5,12.75,0.43,19.5,0.5,standing,5
1000,46.5,0.5,13.25,0.43,18.75,0.43,standing,5
1250,46.5,0.5,13.5,0.5,19.0,1.0,standing,5
1500,46.5,0.5,13.25,0.43,19.0,0.71,standing,5
1750,46.67,0.47,12.25,0.43,19.67,0.47,standing,5
2000,46.5,0.5,12.0,0.0,19.5,0.5,standing,5
2250,46.5,0.5,12.0,0.0,19.33,1.25,standing,5
2500,46.5,0.5,12.0,0.0,20.0,0.82,standing,5
2750,46.5,0.5,11.25,0.43,20.0,0.0,standing,5
3000,46.67,0.47,11.0,0.0,20.33,0.47,standing,5
3250,46.0,0.63,10.75,0.43,20.2,0.75,standing,5
3500,46.67,0.47,11.0,0.0,20.67,0.47,standing,5
3750,46.5,0.5,11.5,0.5,20.5,0.5,standing,5
4000,46.33,0.47,12.0,0.0,20.5,0.5,standing,5
4250,46.5,0.5,12.0,0.0,20.25,0.43,standing,5
4500,46.25,0.43,12.0,0.0,20.25,0.83,standing,5
4750,46.0,0.0,12.0,0.0,20.25,0.43,standing,5
5000,46.5,0.5,12.0,0.0,18.33,0.47,standing,5
5250,46.5,0.5,13.25,0.83,17.5,0.5,standing,5
5500,46.5,0.5,13.25,0.83,13.5,1.5,standing,5
5750,46.5,0.5,12.0,0.0,11.0,1.41,standing,5
6000,46.5,0.5,11.0,0.0,10.25,1.48,standing,5
6250,46.67,0.47,11.0,0.82,14.75,0.83,standing,5
6750,46.25,0.83,18.25,0.43,19.75,1.3,standing,5
7000,46.0,0.82,18.75,0.43,18.67,0.94,standing,5
7250,46.5,0.5,18.0,0.71,21.0,0.71,standing,5
7500,46.4,0.49,12.0,1.87,19.4,1.36,standing,5
7750,46.75,0.43,11.75,0.43,16.25,2.05,standing,5
8000,47.0,0.0,12.0,0.0,13.0,0.0,standing,5
8250,46.75,0.43,9.75,0.83,12.5,1.5,standing,5
8500,46.5,0.5,11.0,1.58,16.5,1.12,standing,5
8750,46.75,0.43,16.0,1.0,20.0,1.41,standing,5
9000,46.33,0.47,18.0,0.0,22.0,0.71,standing,5
9250,46.5,0.5,17.0,1.22,22.0,0.71,standing,5
9500,47.0,0.0,13.0,1.41,19.25,1.3,standing,5
9750,47.25,0.43,11.67,0.47,14.25,1.09,standing,5
10000,47.0,0.0,11.67,0.47,7.75,2.49,standing,5
10250,47.25,0.43,9.75,0.43,7.75,3.34,standing,5
10500,47.0,0.71,11.0,1.22,13.5,2.96,standing,5
10750,46.75,0.43,12.0,1.87,18.0,1.22,standing,5
11000,46.5,0.5,16.0,0.82,21.0,0.82,standing,5
11250,46.5,0.5,17.6,0.49,22.6,0.8,standing,5
11500,46.5,0.5,15.0,0.82,20.67,0.47,standing,5
11750,47.0,0.0,12.25,0.43,16.75,1.64,standing,5
12000,46.75,0.43,16.5,1.12,14.75,1.3,standing,5
12250,46.67,0.47,16.25,0.43,12.33,3.4,standing,5
12500,45.5,0.5,12.75,2.49,17.0,0.71,standing,5
12750,45.0,0.0,4.5,2.5,17.0,1.22,standing,5
13000,45.0,0.0,15.5,2.5,17.75,1.09,standing,5
13250,45.0,0.0,16.5,1.66,20.5,0.87,standing,5
13500,46.5,0.5,13.75,1.48,20.25,1.3,standing,5
13750,47.25,0.43,15.5,0.87,17.25,0.83,standing,5
14000,47.5,0.5,16.75,1.09,16.0,2.55,standing,5
14250,47.5,0.5,14.0,2.45,12.0,3.67,standing,5
14500,47.5,0.5,12.5,2.5,11.25,0.83,standing,5
14750,46.5,0.5,11.0,3.54,13.25,1.3,standing,5
15000,46.0,1.0,6.5,3.64,18.25,2.17,standing,5
15250,45.5,0.5,13.67,1.25,21.25,1.09,standing,5
15500,45.5,0.5,14.0,1.0,22.0,0.71,standing,5
15750,45.5,0.5,12.25,0.43,20.0,1.22,standing,5
16000,46.0,0.0,4.67,1.25,17.0,1.22,standing,5
16250,46.5,0.5,10.33,1.25,11.33,1.25,standing,5
16500,46.5,0.5,8.25,1.3,15.25,0.83,standing,5
16750,46.5,0.5,9.0,2.16,19.75,0.83,standing,5
17000,46.0,0.71,14.75,0.43,20.5,0.87,standing,5
17250,46.0,0.82,17.5,0.87,21.33,0.47,standing,5
17500,45.5,0.5,18.0,0.0,20.75,0.43,standing,5
17750,46.0,0.82,15.0,0.0,18.5,0.5,standing,5
18000,46.5,0.5,8.75,3.96,17.0,1.22,standing,5
18250,46.75,0.43,10.5,2.6,16.0,0.71,standing,5
18500,46.5,0.5,11.5,2.18,16.75,0.43,standing,5
18750,45.75,0.83,9.5,2.06,14.75,1.09,standing,5
19000,45.25,0.43,12.25,0.43,17.75,0.43,standing,5
19250,45.0,0.0,15.0,0.71,17.5,0.5,standing,5
19500,45.0,0.0,13.75,1.3,17.25,1.3,standing,5
19750,45.25,0.43,6.67,3.3,16.75,1.09,standing,5
20000,46.25,0.43,2.0,0.0,14.75,0.43,standing,5
20250,46.25,0.83,4.0,0.0,16.0,2.55,standing,5
20500,45.5,0.5,14.0,0.82,19.5,0.87,standing,5
20750,45.0,0.0,13.67,0.47,20.0,0.82,standing,5
21000,45.0,0.0,11.67,0.47,19.33,0.47,standing,5
21250,45.0,0.0,11.6,0.8,17.5,0.5,standing,5
21500,45.0,0.0,11.75,0.43,17.75,0.43,standing,5
21750,45.33,0.47,13.0,0.82,17.5,0.5,standing,5
22000,45.75,0.83,12.0,0.0,19.25,0.83,standing,5
22250,45.75,0.83,12.75,0.43,19.0,0.71,standing,5
22500,45.0,0.0,12.0,0.0,19.25,0.83,standing,5
22750,45.5,0.5,6.5,3.84,19.0,1.0,standing,5
23000,47.0,0.71,11.25,1.3,17.5,0.87,standing,5
23250,46.75,0.83,5.0,0.0,17.0,1.41,standing,5
23500,46.0,0.71,11.33,1.7,18.25,0.43,standing,5
23750,45.5,0.5,12.0,0.0,18.67,0.94,standing,5
24000,46.25,0.43,12.0,0.0,21.25,0.43,standing,5
24250,46.67,0.47,10.0,1.0,22.0,1.0,standing,5
24500,46.5,0.5,3.5,0.5,22.25,0.43,standing,5
24750,45.67,0.94,7.67,1.89,21.25,0.43,standing,5
25000,45.33,0.47,12.0,0.0,20.0,1.0,standing,5
25250,45.0,0.0,8.5,2.96,17.5,1.5,standing,5
25500,45.75,0.43,4.33,3.4,17.0,0.71,standing,5
25750,46.5,0.5,11.0,0.82,16.25,0.83,standing,5
26000,46.5,0.5,11.5,0.87,15.5,0.87,standing,5
26250,45.75,0.83,6.0,0.0,17.25,0.83,standing,5
26500,45.0,0.0,11.0,1.0,19.25,0.83,standing,5
26750,45.0,0.0,12.5,0.5,18.0,0.0,standing,5
27000,45.0,0.0,12.0,0.0,18.5,0.5,standing,5
27250,45.0,0.0,12.33,0.47,19.33,1.25,standing,5
27500,45.75,0.43,12.5,0.5,20.5,0.87,standing,5
27750,46.75,0.43,9.5,2.5,18.0,0.0,standing,5
28000,47.0,0.0,14.0,0.71,17.25,1.48,standing,5
28250,47.0,0.0,13.0,1.0,17.25,0.83,standing,5
28500,46.67,0.47,6.67,4.11,19.0,1.41,standing,5
28750,46.5,0.5,12.5,0.5,19.75,0.83,standing,5
29000,45.25,0.43,12.25,0.43,17.5,0.87,standing,5
29250,45.0,0.0,12.0,0.0,17.75,1.48,standing,5
29500,45.5,0.5,10.75,2.17,19.75,0.43,standing,5
29750,45.75,0.43,10.0,5.79,15.5,0.5,standing,5
30000,47.25,0.43,13.33,1.25,17.25,0.83,standing,5
30250,47.5,0.5,11.75,1.09,17.0,0.71,standing,5
30500,46.0,0.71,8.0,0.82,13.75,1.3,standing,5
30750,45.75,0.43,8.0,0.71,15.0,1.41,standing,5
31000,46.5,0.5,2.67,1.7,15.5,0.5,standing,5
31250,46.75,0.43,7.0,0.0,14.67,1.25,standing,5
31500,46.5,0.5,4.0,2.0,16.25,0.43,standing,5
31750,46.5,0.5,2.0,0.0,18.0,0.0,standing,5
32000,45.33,0.47,8.0,0.0,19.67,1.25,standing,5
32250,45.0,0.0,6.33,2.05,18.75,1.3,standing,5
32500,45.0,0.0,6.0,1.63,18.25,0.43,standing,5
32750,45.0,0.0,6.5,0.5,16.5,1.5,standing,5
33000,46.5,0.5,7.0,3.74,13.0,1.0,standing,5
33250,47.0,0.0,12.0,0.71,12.0,2.12,standing,5
33500,47.0,0.71,8.5,2.5,16.25,1.48,standing,5
33750,46.25,0.83,11.75,0.43,20.0,1.22,standing,5
34000,45.25,0.43,11.75,0.43,15.5,1.66,standing,5
34250,45.0,0.0,11.5,0.5,15.0,1.87,standing,5
34500,45.5,0.5,12.5,0.5,20.25,1.3,standing,5
34750,46.5,0.5,8.67,0.47,19.33,1.25,standing,5
35000,47.5,0.5,13.0,1.41,13.67,1.25,standing,5
35250,47.67,0.47,14.25,0.83,11.67,0.47,standing,5
35500,47.5,0.5,11.0,1.22,12.0,2.45,standing,5
35750,47.33,0.47,4.0,1.63,16.25,2.28,standing,5
36000,47.2,0.75,10.4,2.06,19.5,0.5,standing,5
36250,45.67,0.47,13.33,0.47,17.75,0.83,standing,5
36500,45.5,0.5,12.0,0.0,16.0,1.22,standing,5
36750,45.67,0.47,10.75,1.3,20.0,1.73,standing,5
37000,46.75,0.43,7.25,1.79,19.5,1.5,standing,5
37250,47.25,0.43,15.0,2.24,15.0,0.71,standing,5
37500,47.5,0.5,16.0,0.82,14.25,1.79,standing,5
37750,47.5,0.5,14.25,0.43,14.75,1.09,standing,5
38000,47.25,0.43,15.67,0.47,14.67,0.47,standing,5
38250,47.5,0.5,12.5,2.5,17.67,0.47,standing,5
38500,46.5,1.12,12.0,0.0,19.0,0.71,standing,5
38750,45.33,0.47,11.33,0.94,17.0,0.82,standing,5
39000,45.0,0.0,12.0,0.0,18.75,1.48,standing,5
39250,46.5,0.5,9.75,1.79,18.5,1.66,standing,5
39500,47.25,0.43,14.25,1.3,13.5,1.12,standing,5
39750,47.5,0.5,13.25,1.09,12.25,0.43,standing,5
40000,47.5,0.5,12.5,0.5,12.5,0.87,standing,5
40250,47.5,0.5,9.25,3.27,15.25,1.79,standing,5
40500,47.5,0.5,10.5,1.66,20.0,1.22,standing,5
40750,46.75,0.43,13.0,0.71,19.5,0.87,standing,5
41000,46.5,0.5,13.75,0.43,18.25,0.43,standing,5
41250,46.75,0.43,13.0,0.71,20.5,0.87,standing,5
41500,47.5,0.5,6.0,2.55,19.75,1.3,standing,5
41750,47.75,0.43,12.5,2.69,13.25,1.3,standing,5
42500,47.5,0.5,13.0,1.41,15.0,2.12,standing,5
42750,46.5,0.5,9.5,1.5,19.67,1.25,standing,5
43000,45.25,0.43,12.5,0.5,18.5,0.87,standing,5
43250,45.0,0.0,12.25,0.43,17.5,0.87,standing,5
43500,45.5,0.5,12.0,0.0,19.75,0.83,standing,5
43750,46.5,0.5,5.75,1.3,19.25,1.09,standing,5
44000,47.75,0.43,8.75,1.48,17.25,0.83,standing,5
44750,47.67,0.47,12.75,0.83,21.33,0.47,standing,5
45000,46.75,0.43,6.33,2.49,21.5,0.5,standing,5
45250,47.33,0.47,9.33,2.49,20.25,0.83,standing,5
45500,47.0,0.0,13.5,1.12,17.75,0.43,standing,5
45750,46.5,0.5,14.5,0.87,17.75,0.43,standing,5
46000,46.5,0.5,11.33,0.94,17.75,0.43,standing,5
46250,46.33,0.47,9.5,0.5,18.0,0.0,standing,5
46500,46.5,0.5,10.0,0.0,18.0,0.0,standing,5
46750,46.75,0.43,9.67,0.47,17.67,0.47,standing,5
47000,46.5,0.5,11.75,0.43,17.25,0.83,standing,5
47250,47.0,0.0,12.0,0.0,17.75,0.43,standing,5
47500,47.67,0.47,11.0,0.0,18.67,0.47,standing,5
47750,47.25,0.43,9.67,0.47,19.0,0.71,standing,5
48000,46.5,0.5,7.67,0.47,18.75,0.83,standing,5
48250,46.0,0.0,6.67,0.47,18.5,0.5,standing,5
48500,46.5,0.5,8.0,1.22,18.25,0.43,standing,5
48750,46.33,0.47,11.33,1.25,17.75,0.43,standing,5
49000,47.5,0.5,14.0,1.22,17.0,0.71,standing,5
49750,47.75,0.43,16.0,1.22,15.0,0.0,standing,5
50000,46.75,1.09,16.0,1.58,14.0,1.22,standing,5
50250,45.5,0.5,8.67,2.87,14.75,1.09,standing,5
50500,45.5,0.5,8.75,1.09,17.25,0.83,standing,5
50750,45.25,0.43,12.0,0.0,17.0,0.82,standing,5
51000,45.33,0.47,9.75,1.92,17.33,0.47,standing,5
51250,45.33,0.47,3.5,1.5,15.0,0.0,standing,5
51500,46.0,0.71,7.0,1.63,16.0,1.22,standing,5
51750,47.5,0.5,11.67,0.47,18.0,1.22,standing,5
52000,46.33,0.47,12.67,0.94,17.25,0.83,standing,5
52250,45.25,0.43,12.25,0.43,16.0,0.0,standing,5
52500,45.0,0.0,13.0,0.0,14.25,0.83,standing,5
52750,44.5,0.5,13.25,1.09,17.25,2.59,standing,5
53000,44.75,0.43,13.0,1.22,17.75,0.43,standing,5
53250,44.75,0.43,12.0,0.0,16.75,0.83,standing,5
53500,44.25,0.83,11.33,0.94,16.33,0.47,standing,5
53750,43.5,0.5,8.5,1.12,16.75,1.3,standing,5
54000,43.67,0.47,9.0,0.0,16.33,0.94,standing,5
54250,43.75,0.83,11.5,0.5,16.25,0.83,standing,5
54500,45.0,0.0,12.0,0.0,16.75,0.43,standing,5
54750,45.0,0.0,12.33,0.47,17.25,0.83,standing,5
55000,45.0,0.0,12.25,0.43,18.75,0.83,standing,5
55250,45.0,0.0,7.33,2.36,16.75,0.43,standing,5
55500,45.25,0.43,2.0,0.0,16.75,0.83,standing,5
55750,45.0,0.0,3.67,1.7,17.5,0.87,standing,5
56000,45.0,0.0,8.67,1.89,16.25,1.09,standing,5
56250,45.0,0.0,11.75,0.43,18.5,0.5,standing,5
56500,45.0,0.0,13.0,0.71,19.25,0.83,standing,5
56750,45.75,0.43,12.5,0.87,20.0,1.22,standing,5
57000,46.25,0.43,10.5,1.5,20.33,0.47,standing,5
57250,46.25,0.43,10.2,0.4,19.4,0.8,standing,5
57500,46.0,0.71,9.67,0.94,18.67,0.94,standing,5
57750,45.67,0.47,5.33,0.94,19.67,0.94,standing,5
58000,45.75,0.43,3.5,1.5,19.0,1.0,standing,5
58250,45.0,0.0,8.0,0.82,14.0,1.41,standing,5
58500,45.0,0.0,7.75,1.3,12.33,0.47,standing,5
58750,44.0,0.82,3.5,0.5,16.5,1.66,standing,5
59000,43.25,0.83,11.25,5.54,17.33,1.7,standing,5
59250,41.75,1.79,10.75,3.03,15.5,5.02,standing,5
59500,38.5,0.5,8.0,1.0,23.0,1.0,standing,5
59750,40.5,1.12,11.75,1.09,17.0,3.27,standing,5
60000,44.25,0.83,11.25,1.48,11.25,1.92,standing,5
60250,45.0,0.0,4.0,1.87,6.75,3.56,standing,5
60500,45.0,0.0,7.75,2.17,10.5,1.12,standing,5
60750,42.75,3.9,7.0,2.16,7.0,0.82,standing,5
61000,45.0,0.0,2.5,0.5,9.33,1.7,standing,5
61250,45.0,0.0,4.67,2.49,11.75,0.43,standing,5
61500,45.75,0.83,8.67,0.47,9.5,1.8,standing,5
61750,46.67,0.47,8.0,1.73,4.0,1.0,standing,5
62000,47.5,0.5,6.33,0.47,6.33,2.62,standing,5
62250,47.33,0.47,9.0,0.0,9.5,0.87,standing,5
62500,47.2,0.4,11.0,0.71,8.75,0.43,standing,5
62750,47.0,0.0,8.67,0.47,7.67,0.94,standing,5
63000,46.75,0.43,6.5,0.87,9.25,1.09,standing,5
63250,46.0,0.71,6.5,0.5,9.33,0.47,standing,5
63500,45.25,0.43,7.0,0.82,7.5,1.12,standing,5
63750,45.25,0.43,8.5,0.5,5.0,0.82,standing,5
64000,45.5,0.5,7.5,1.5,3.67,1.7,standing,5
64500,45.0,0.0,6.33,1.7,9.33,0.94,standing,5
64750,45.0,0.0,2.0,0.0,10.25,1.3,standing,5
65000,45.2,0.4,5.33,2.87,10.8,0.4,standing,5
65250,45.33,0.47,6.5,1.5,11.0,0.0,standing,5
65500,45.0,0.0,7.5,0.5,10.33,1.25,standing,5
65750,45.25,0.43,8.0,1.0,5.0,2.55,standing,5
66000,45.0,0.0,4.0,1.41,2.5,1.5,standing,5
66250,45.5,0.5,5.75,1.09,1.33,0.47,standing,5
66500,45.33,0.47,5.0,1.0,0.0,0.0,standing,5
66750,45.5,0.5,4.25,1.3,1.0,0.0,standing,5
67000,45.5,0.5,4.33,1.7,0.0,0.0,standing,5
67250,45.25,0.43,4.5,1.5,1.0,0.0,standing,5
67500,45.25,0.43,4.67,1.25,1.0,0.0,standing,5
67750,45.67,0.47,4.33,1.25,0.0,0.0,standing,5
68000,45.0,0.0,5.0,1.0,0.0,0.0,standing,5
68250,45.0,0.0,4.67,1.25,0.0,0.0,standing,5
68500,45.25,0.43,5.25,1.3,0.0,0.0,standing,5
68750,45.25,0.43,5.67,0.47,0.0,0.0,standing,5
69000,45.25,0.43,6.67,0.47,0.0,0.0,standing,5
69250,45.0,0.0,6.25,1.09,0.0,0.0,standing,5
69500,45.0,0.0,8.0,0.0,0.0,0.0,standing,5
69750,45.0,0.0,8.0,0.0,0.0,0.0,standing,5
70000,45.25,0.43,7.0,0.71,0.0,0.0,standing,5
70250,45.25,0.43,6.33,0.47,0.0,0.0,standing,5
70500,45.25,0.43,5.0,0.0,1.0,0.0,standing,5
70750,45.67,0.47,4.25,1.48,3.0,0.0,standing,5
71000,45.5,0.5,3.0,0.0,1.5,0.5,standing,5
71250,45.33,0.47,2.0,1.0,6.67,1.25,standing,5
71500,45.5,0.5,2.5,0.5,4.0,1.63,standing,5
71750,45.75,0.43,2.5,1.12,10.0,2.92,standing,5
72000,45.5,0.5,2.33,1.25,6.5,2.96,standing,5
72250,45.75,0.83,1.5,0.5,8.0,1.22,standing,5
72500,45.5,0.5,1.5,0.5,9.33,0.47,standing,5
72750,45.25,0.43,1.0,0.0,10.75,2.38,standing,5
73000,45.0,0.0,0.0,0.0,12.0,0.0,standing,5
73250,44.5,0.87,8.0,4.32,13.5,1.12,standing,5
73500,41.75,1.79,11.5,1.5,11.25,3.77,standing,5
73750,37.67,1.25,16.5,2.6,15.33,1.89,standing,5
74000,40.0,1.0,17.33,3.3,12.33,1.25,standing,5
74250,39.5,1.5,16.0,2.0,11.25,1.79,standing,5
74500,33.75,3.27,12.0,2.12,16.0,2.83,standing,5
74750,33.33,1.25,16.67,1.25,18.25,1.48,standing,5
75000,38.0,1.41,11.67,2.87,12.75,1.3,standing,5
75250,40.75,0.83,16.5,1.12,12.0,0.71,standing,5
75500,40.25,0.43,13.0,1.87,8.0,2.94,standing,5
75750,41.0,0.71,11.75,0.43,13.25,0.83,standing,5
76000,40.0,1.0,12.75,0.43,13.5,0.87,standing,5
76250,39.75,0.83,12.0,0.0,12.5,0.5,standing,5
76500,39.0,0.0,12.0,0.0,10.0,0.71,standing,5
76750,39.25,0.43,12.0,0.0,10.5,1.12,standing,5
77000,39.67,0.47,13.67,0.94,11.0,1.0,standing,5
77250,39.4,0.49,15.0,0.71,11.2,0.98,standing,5
77500,40.0,1.0,15.25,0.43,12.0,1.41,standing,5
77750,40.33,0.94,14.25,0.43,12.0,0.0,standing,5
78000,39.75,0.83,14.75,0.43,12.25,0.43,standing,5
78250,40.0,0.82,14.67,0.47,12.25,0.43,standing,5
78500,41.0,1.0,14.25,0.83,12.0,0.0,standing,5
78750,40.75,0.83,13.75,0.83,12.0,0.0,standing,5
79000,41.0,1.0,14.5,0.5,11.5,0.87,standing,5
79250,41.5,0.5,15.25,0.43,11.75,0.43,standing,5
79500,41.5,0.5,15.0,0.0,11.25,0.43,standing,5
79750,41.5,0.5,15.0,0.0,11.0,1.22,standing,5
80000,41.5,0.5,15.0,0.0,10.75,0.43,standing,5
80250,41.5,0.5,15.0,0.0,10.5,0.5,standing,5
80500,41.5,0.5,15.0,0.0,11.0,1.0,standing,5
80750,41.5,0.5,14.5,0.5,11.75,1.09,standing,5
81000,41.5,0.5,14.75,0.43,12.0,0.71,standing,5
81250,41.5,0.5,15.0,0.0,12.0,0.71,standing,5
81500,41.25,0.83,15.0,0.0,12.0,0.82,standing,5
81750,41.5,0.5,15.0,0.0,12.0,0.0,standing,5
82000,42.0,0.0,15.0,0.0,12.33,0.47,standing,5
82250,41.5,0.5,14.75,0.43,11.25,0.83,standing,5
82500,42.0,0.0,15.0,0.0,9.67,0.94,standing,5
82750,42.0,0.0,15.0,0.0,9.0,0.71,standing,5
83000,42.0,0.0,15.0,0.0,8.75,1.3,standing,5
83250,42.0,0.0,15.0,0.0,9.75,0.43,standing,5
83500,42.0,0.0,15.0,0.0,9.75,0.43,standing,5
83750,42.0,0.0,15.0,0.0,10.0,0.71,standing,5
84000,42.0,0.0,15.0,0.0,9.33,0.47,standing,5
84250,42.0,0.0,15.0,0.0,9.0,0.0,standing,5
84500,42.0,0.0,15.25,0.43,9.25,0.43,standing,5
84750,42.0,0.0,15.0,0.0,9.5,1.12,standing,5
85000,42.0,0.0,14.0,0.71,9.67,0.47,standing,5
85250,42.0,0.0,12.5,0.5,7.5,1.12,standing,5
85500,42.0,0.0,12.25,0.43,7.0,0.71,standing,5
85750,42.0,0.0,12.75,0.43,6.25,1.3,standing,5
86000,42.0,0.0,13.25,0.83,8.0,1.22,standing,5
86500,42.0,0.0,13.25,0.43,7.25,1.09,standing,5
86750,42.0,0.0,13.67,0.47,8.67,0.47,standing,5
87000,42.0,0.0,13.25,1.09,8.0,0.82,standing,5
87250,42.0,0.0,12.5,0.5,8.0,0.82,standing,5
87500,42.0,0.0,12.75,0.83,8.0,0.82,standing,5
87750,42.0,0.0,12.0,0.0,9.5,0.5,standing,5
88000,42.0,0.0,12.25,0.43,8.33,0.94,standing,5
88250,41.67,0.47,12.67,0.47,0.0,0.0,standing,5
88500,42.0,0.0,12.75,0.43,6.33,0.47,standing,5
88750,42.0,0.0,13.33,0.47,6.75,0.83,standing,5
89000,42.33,0.47,15.0,0.0,7.25,0.43,standing,5
89250,42.0,0.0,15.0,0.0,7.25,1.48,standing,5
89500,42.0,0.0,15.0,0.0,7.75,1.3,standing,5
89750,42.0,0.0,15.0,0.71,8.5,0.5,standing,5
90000,42.0,0.0,14.67,0.47,9.0,0.0,standing,5
90250,42.0,0.0,15.0,0.0,9.0,0.0,standing,5
90500,42.0,0.0,15.0,0.0,8.5,0.87,standing,5
90750,42.5,0.5,14.75,0.43,8.25,1.48,standing,5
91000,44.67,0.47,12.0,0.0,10.67,0.94,standing,5
91250,45.0,0.0,13.0,0.82,11.25,1.3,standing,5
91500,44.0,0.82,14.67,0.47,12.0,1.22,standing,5
91750,43.25,0.83,14.75,0.43,11.25,0.83,standing,5
92000,42.5,0.5,14.5,0.5,11.25,0.43,standing,5
92250,42.5,0.5,13.67,0.94,9.67,0.47,standing,5
92500,42.5,0.5,13.33,0.47,10.0,1.41,standing,5
92750,42.5,0.5,13.5,0.5,9.75,1.3,standing,5
93000,42.5,0.5,12.33,0.47,9.0,0.0,standing,5
93250,42.67,0.47,13.5,0.5,8.0,0.82,standing,5
93500,42.67,0.47,12.75,0.43,8.0,1.41,standing,5
93750,43.0,0.82,13.0,0.82,8.0,1.0,standing,5
94000,42.75,0.83,12.75,0.83,8.0,1.22,standing,5
94250,42.5,0.5,12.5,0.5,8.0,0.71,standing,5
94500,42.5,0.5,13.0,0.0,8.67,0.47,standing,5
94750,42.5,0.5,13.25,0.43,10.25,1.09,standing,5
95000,42.75,0.83,12.25,0.43,12.5,0.5,standing,5
95250,42.5,0.5,12.0,0.0,12.25,0.43,standing,5
95500,42.25,0.43,12.0,0.0,11.33,0.47,standing,5
95750,42.5,0.5,12.0,0.0,11.5,0.5,standing,5
96000,42.0,0.0,12.0,0.0,11.0,1.0,standing,5
96250,42.25,0.43,12.0,0.0,11.75,0.43,standing,5
96500,42.0,0.0,12.0,0.0,11.0,0.82,standing,5
96750,42.0,0.0,12.0,0.0,11.33,0.47,standing,5
97000,42.25,0.43,12.25,0.43,10.33,0.47,standing,5
97250,42.33,0.47,11.67,0.47,10.0,0.82,standing,5
97500,42.0,0.0,12.0,0.0,9.25,0.43,standing,5
97750,42.0,0.0,12.0,0.0,8.67,0.47,standing,5
98000,42.0,0.0,12.0,0.0,8.75,0.43,standing,5
98250,42.25,0.43,12.25,0.43,8.75,0.43,standing,5
98500,42.25,0.43,13.75,0.83,7.0,0.0,standing,5
98750,42.25,0.43,14.5,0.5,8.75,0.43,standing,5
99000,42.0,0.0,13.75,0.83,7.25,1.48,standing,5
99250,42.5,0.5,13.25,0.43,5.75,1.09,standing,5
99500,42.25,0.43,13.33,0.94,6.0,1.63,standing,5
99750,42.25,0.43,12.5,0.5,5.33,0.47,standing,5
100000,42.67,0.47,13.0,0.82,6.67,1.7,standing,5
100250,42.33,0.47,14.0,0.82,8.0,0.71,standing,5
100500,42.0,0.0,14.67,0.47,8.25,0.43,standing,5
100750,42.25,0.43,14.0,0.82,8.5,0.5,standing,5
101000,42.0,0.0,14.5,0.5,9.0,0.71,standing,5
101250,42.0,0.0,14.0,0.71,8.0,0.71,standing,5
101500,42.25,0.43,13.5,0.87,8.0,0.82,standing,5
101750,42.0,0.0,13.25,0.43,6.25,0.83,standing,5
102000,42.0,0.0,14.0,0.82,5.67,1.7,standing,5
102250,42.67,0.47,14.25,0.43,5.0,1.63,standing,5
102500,42.5,0.5,14.0,0.0,5.33,1.25,standing,5
102750,42.5,0.5,14.0,0.0,4.75,1.09,standing,5
103000,42.25,0.43,13.5,0.5,6.33,0.47,standing,5
103250,42.5,0.5,13.75,0.83,5.75,1.09,standing,5
103500,42.0,0.0,14.0,0.0,6.5,0.5,standing,5
103750,42.0,0.0,14.33,0.47,6.75,1.48,standing,5
104000,42.25,0.43,14.5,0.5,7.33,0.47,standing,5
104250,42.25,0.43,14.25,0.43,6.67,1.25,standing,5
104500,42.25,0.43,14.5,0.5,6.0,1.63,standing,5
104750,42.5,0.5,15.0,0.0,5.0,0.71,standing,5
105000,42.5,0.5,15.0,0.0,5.33,0.94,standing,5
105250,42.25,0.43,15.0,0.0,5.33,1.89,standing,5
105500,42.25,0.43,15.0,0.0,6.5,0.5,standing,5
105750,42.5,0.5,14.67,0.47,8.67,0.94,standing,5
106000,42.5,0.5,14.5,0.5,6.67,1.25,standing,5
106250,42.25,0.43,14.33,0.47,8.0,1.0,standing,5
106500,42.0,0.0,12.5,0.5,7.0,0.71,standing,5
106750,42.0,0.0,12.5,0.87,5.33,0.94,standing,5
107000,42.0,0.0,14.5,0.5,5.0,2.83,standing,5
107250,40.33,1.25,15.0,0.0,8.0,1.87,standing,5
107500,39.75,0.83,11.25,0.83,4.25,1.48,standing,5
107750,38.5,0.87,4.0,1.0,7.0,0.71,standing,5
